Student_ID,Attendance (%),Internal Test 1 (out of 40),Internal Test 2 (out of 40),Assignment Score (out of 10),Daily Study Hours,Final Exam Marks (out of 100),Academic_Risk,Attendance_Category,Study_Hours_Category,Average_Internal_Score,Total_Internal_Score,Engagement_Score,Engagement_Level,Performance_Grade
S1798,84,38,26,8,2,57,Moderate Risk,Good,Low,32.0,64,0.68,Moderate,E
S1799,97,40,36,9,3,81,Low Risk,Excellent,Moderate,38.0,76,0.8233333333333334,High,B
S1800,96,28,34,7,3,76,Low Risk,Excellent,Moderate,31.0,62,0.7533333333333333,Moderate,C
S1801,91,28,35,7,3,69,Moderate Risk,Excellent,Moderate,31.5,63,0.7366666666666667,Moderate,D
S1802,84,35,38,9,3,73,Moderate Risk,Good,Moderate,36.5,73,0.7799999999999999,Moderate,C
S1803,72,31,34,8,2,61,Moderate Risk,Average,Low,32.5,65,0.64,Moderate,D
S1804,91,34,30,7,3,69,Moderate Risk,Excellent,Moderate,32.0,64,0.7366666666666667,Moderate,D
S1805,85,33,28,8,3,59,Moderate Risk,Good,Moderate,30.5,61,0.75,Moderate,E
S1806,79,34,28,8,2,54,Moderate Risk,Good,Low,31.0,62,0.6633333333333334,Moderate,E
S1807,87,27,23,6,3,55,Moderate Risk,Good,Moderate,25.0,50,0.69,Moderate,E
S1808,87,31,40,7,4,78,Low Risk,Good,Moderate,35.5,71,0.79,Moderate,C
S1809,84,28,40,7,2,60,Moderate Risk,Good,Low,34.0,68,0.6466666666666666,Moderate,D
S1810,89,38,36,9,3,76,Low Risk,Good,Moderate,37.0,74,0.7966666666666667,Moderate,C
S1811,100,36,38,8,3,77,Low Risk,Excellent,Moderate,37.0,74,0.7999999999999999,Moderate,C
S1812,82,33,29,6,3,68,Moderate Risk,Good,Moderate,31.0,62,0.6733333333333333,Moderate,D
S1813,94,34,31,8,2,66,Moderate Risk,Excellent,Low,32.5,65,0.7133333333333334,Moderate,D
S1814,100,39,35,9,3,83,Low Risk,Excellent,Moderate,37.0,74,0.8333333333333334,High,B
S1815,89,40,32,8,3,75,Low Risk,Good,Moderate,36.0,72,0.7633333333333333,Moderate,C
S1816,87,34,34,8,4,72,Moderate Risk,Good,Moderate,34.0,68,0.8233333333333333,High,C
S1817,94,28,34,8,2,62,Moderate Risk,Excellent,Low,31.0,62,0.7133333333333334,Moderate,D
S1818,86,26,36,7,3,62,Moderate Risk,Good,Moderate,31.0,62,0.7200000000000001,Moderate,D
S1819,88,28,33,7,4,65,Moderate Risk,Good,Moderate,30.5,61,0.7933333333333333,Moderate,D
S1820,74,32,24,6,3,57,Moderate Risk,Average,Moderate,28.0,56,0.6466666666666666,Moderate,E
S1821,84,31,32,8,3,71,Moderate Risk,Good,Moderate,31.5,63,0.7466666666666667,Moderate,C
S1822,97,33,31,8,4,68,Moderate Risk,Excellent,Moderate,32.0,64,0.8566666666666668,High,D
S1823,86,31,31,8,4,67,Moderate Risk,Good,Moderate,31.0,62,0.82,High,D
S1824,100,39,39,9,3,86,Low Risk,Excellent,Moderate,39.0,78,0.8333333333333334,High,B
S1825,86,32,34,7,2,59,Moderate Risk,Good,Low,33.0,66,0.6533333333333333,Moderate,E
S1826,92,37,34,9,2,75,Low Risk,Excellent,Low,35.5,71,0.7400000000000001,Moderate,C
S1827,79,32,31,7,3,62,Moderate Risk,Good,Moderate,31.5,63,0.6966666666666667,Moderate,D
S1828,84,32,37,8,3,70,Moderate Risk,Good,Moderate,34.5,69,0.7466666666666667,Moderate,C
S1829,82,34,29,7,3,66,Moderate Risk,Good,Moderate,31.5,63,0.7066666666666667,Moderate,D
S1830,86,32,33,7,3,67,Moderate Risk,Good,Moderate,32.5,65,0.7200000000000001,Moderate,D
S1831,91,35,34,8,3,77,Low Risk,Excellent,Moderate,34.5,69,0.77,Moderate,C
S1832,81,30,32,8,3,64,Moderate Risk,Good,Moderate,31.0,62,0.7366666666666667,Moderate,D
S1833,76,26,26,6,3,50,Moderate Risk,Good,Moderate,26.0,52,0.6533333333333333,Moderate,E
S1834,85,27,23,5,2,42,High Risk,Good,Low,25.0,50,0.5833333333333334,Low,F
S1835,91,33,30,8,4,70,Moderate Risk,Excellent,Moderate,31.5,63,0.8366666666666666,High,C
S1836,97,39,31,8,3,78,Low Risk,Excellent,Moderate,35.0,70,0.79,Moderate,C
S1837,76,23,26,5,3,42,High Risk,Good,Moderate,24.5,49,0.62,Moderate,F
S1838,70,31,37,9,2,65,Moderate Risk,Average,Low,34.0,68,0.6666666666666666,Moderate,D
S1839,81,32,29,6,2,60,Moderate Risk,Good,Low,30.5,61,0.6033333333333334,Moderate,D
S1840,96,40,37,8,3,84,Low Risk,Excellent,Moderate,38.5,77,0.7866666666666666,Moderate,B
S1841,76,29,29,7,3,49,High Risk,Good,Moderate,29.0,58,0.6866666666666666,Moderate,F
S1842,81,33,32,8,3,52,Moderate Risk,Good,Moderate,32.5,65,0.7366666666666667,Moderate,E
S1843,98,32,40,8,4,83,Low Risk,Excellent,Moderate,36.0,72,0.86,High,B
S1844,83,34,33,9,2,69,Moderate Risk,Good,Low,33.5,67,0.71,Moderate,D
S1845,85,35,31,8,3,68,Moderate Risk,Good,Moderate,33.0,66,0.75,Moderate,D
S1846,87,40,29,8,2,63,Moderate Risk,Good,Low,34.5,69,0.69,Moderate,D
S1847,91,34,33,8,3,74,Moderate Risk,Excellent,Moderate,33.5,67,0.77,Moderate,C
S1848,84,30,40,8,3,67,Moderate Risk,Good,Moderate,35.0,70,0.7466666666666667,Moderate,D
S1849,70,28,29,7,3,61,Moderate Risk,Average,Moderate,28.5,57,0.6666666666666666,Moderate,D
S1850,84,32,32,8,2,61,Moderate Risk,Good,Low,32.0,64,0.68,Moderate,D
S1851,88,33,27,7,3,62,Moderate Risk,Good,Moderate,30.0,60,0.7266666666666667,Moderate,D
S1852,62,22,22,5,3,36,High Risk,Average,Moderate,22.0,44,0.5733333333333334,Low,F
S1853,95,34,40,9,3,63,Moderate Risk,Excellent,Moderate,37.0,74,0.8166666666666668,High,D
S1854,83,36,28,8,2,67,Moderate Risk,Good,Low,32.0,64,0.6766666666666666,Moderate,D
S1855,72,26,28,7,2,42,High Risk,Average,Low,27.0,54,0.6066666666666666,Moderate,F
S1856,81,31,37,7,3,57,Moderate Risk,Good,Moderate,34.0,68,0.7033333333333333,Moderate,E
S1857,99,40,37,9,3,81,Low Risk,Excellent,Moderate,38.5,77,0.8300000000000001,High,B
S1858,91,34,34,7,3,60,Moderate Risk,Excellent,Moderate,34.0,68,0.7366666666666667,Moderate,D
S1859,86,27,34,8,3,66,Moderate Risk,Good,Moderate,30.5,61,0.7533333333333334,Moderate,D
S1860,84,38,34,7,3,71,Moderate Risk,Good,Moderate,36.0,72,0.7133333333333334,Moderate,C
S1861,67,22,27,5,3,41,High Risk,Average,Moderate,24.5,49,0.59,Low,F
S1862,85,28,34,7,2,47,High Risk,Good,Low,31.0,62,0.6499999999999999,Moderate,F
S1863,93,37,39,9,2,79,Low Risk,Excellent,Low,38.0,76,0.7433333333333333,Moderate,C
S1864,78,26,26,5,1,48,High Risk,Good,Low,26.0,52,0.49333333333333335,Low,F
S1865,90,29,35,8,4,71,Moderate Risk,Excellent,Moderate,32.0,64,0.8333333333333334,High,C
S1866,79,27,32,7,3,62,Moderate Risk,Good,Moderate,29.5,59,0.6966666666666667,Moderate,D
S1867,90,36,32,6,3,69,Moderate Risk,Excellent,Moderate,34.0,68,0.7000000000000001,Moderate,D
S1868,74,29,26,6,2,42,High Risk,Average,Low,27.5,55,0.58,Low,F
S1869,88,32,31,7,3,64,Moderate Risk,Good,Moderate,31.5,63,0.7266666666666667,Moderate,D
S1870,74,37,27,8,2,59,Moderate Risk,Average,Low,32.0,64,0.6466666666666666,Moderate,E
S1871,72,31,29,8,2,53,Moderate Risk,Average,Low,30.0,60,0.64,Moderate,E
S1872,81,30,33,7,3,58,Moderate Risk,Good,Moderate,31.5,63,0.7033333333333333,Moderate,E
S1873,83,28,33,8,3,61,Moderate Risk,Good,Moderate,30.5,61,0.7433333333333333,Moderate,D
S1874,86,33,38,7,4,82,Low Risk,Good,Moderate,35.5,71,0.7866666666666667,Moderate,B
S1875,77,31,32,8,2,62,Moderate Risk,Good,Low,31.5,63,0.6566666666666667,Moderate,D
S1876,81,25,37,9,3,72,Moderate Risk,Good,Moderate,31.0,62,0.77,Moderate,C
S1877,84,37,29,7,3,56,Moderate Risk,Good,Moderate,33.0,66,0.7133333333333334,Moderate,E
S1878,94,36,35,8,2,68,Moderate Risk,Excellent,Low,35.5,71,0.7133333333333334,Moderate,D
S1879,94,36,36,8,3,81,Low Risk,Excellent,Moderate,36.0,72,0.7799999999999999,Moderate,B
S1880,86,35,38,8,2,73,Moderate Risk,Good,Low,36.5,73,0.6866666666666666,Moderate,C
S1881,97,36,38,8,2,79,Low Risk,Excellent,Low,37.0,74,0.7233333333333333,Moderate,C
S1882,84,27,23,7,2,51,Moderate Risk,Good,Low,25.0,50,0.6466666666666666,Moderate,E
S1883,100,40,38,8,4,88,Low Risk,Excellent,Moderate,39.0,78,0.8666666666666667,High,B
S1884,96,40,33,9,3,71,Moderate Risk,Excellent,Moderate,36.5,73,0.82,High,C
S1885,82,28,20,5,2,46,High Risk,Good,Low,24.0,48,0.5733333333333333,Low,F
S1886,80,30,29,7,3,62,Moderate Risk,Good,Moderate,29.5,59,0.7000000000000001,Moderate,D
S1887,83,26,29,6,3,51,Moderate Risk,Good,Moderate,27.5,55,0.6766666666666666,Moderate,E
S1888,94,40,33,8,3,77,Low Risk,Excellent,Moderate,36.5,73,0.7799999999999999,Moderate,C
S1889,79,29,33,8,2,52,Moderate Risk,Good,Low,31.0,62,0.6633333333333334,Moderate,E
S1890,90,36,39,9,3,73,Moderate Risk,Excellent,Moderate,37.5,75,0.7999999999999999,Moderate,C
S1891,87,31,30,8,4,73,Moderate Risk,Good,Moderate,30.5,61,0.8233333333333333,High,C
S1892,96,38,34,8,3,74,Moderate Risk,Excellent,Moderate,36.0,72,0.7866666666666666,Moderate,C
S1893,77,31,29,6,3,57,Moderate Risk,Good,Moderate,30.0,60,0.6566666666666667,Moderate,E
S1894,82,37,33,9,3,65,Moderate Risk,Good,Moderate,35.0,70,0.7733333333333333,Moderate,D
S1895,79,25,31,7,3,48,High Risk,Good,Moderate,28.0,56,0.6966666666666667,Moderate,F
S1896,94,30,32,7,2,65,Moderate Risk,Excellent,Low,31.0,62,0.68,Moderate,D
S1897,100,39,38,8,4,82,Low Risk,Excellent,Moderate,38.5,77,0.8666666666666667,High,B
S1898,90,33,38,8,2,73,Moderate Risk,Excellent,Low,35.5,71,0.7000000000000001,Moderate,C
S1899,92,33,30,7,3,60,Moderate Risk,Excellent,Moderate,31.5,63,0.7400000000000001,Moderate,D
S1900,80,28,32,8,3,62,Moderate Risk,Good,Moderate,30.0,60,0.7333333333333334,Moderate,D
S1901,95,36,30,8,3,76,Low Risk,Excellent,Moderate,33.0,66,0.7833333333333333,Moderate,C
S1902,78,27,33,7,2,51,Moderate Risk,Good,Low,30.0,60,0.6266666666666666,Moderate,E
S1903,85,28,38,8,3,68,Moderate Risk,Good,Moderate,33.0,66,0.75,Moderate,D
S1904,80,30,35,7,3,63,Moderate Risk,Good,Moderate,32.5,65,0.7000000000000001,Moderate,D
S1905,83,21,29,6,2,54,Moderate Risk,Good,Low,25.0,50,0.61,Moderate,E
S1906,89,29,35,7,3,78,Low Risk,Good,Moderate,32.0,64,0.73,Moderate,C
S1907,96,37,31,7,4,71,Moderate Risk,Excellent,Moderate,34.0,68,0.82,High,C
S1908,76,32,35,9,2,69,Moderate Risk,Good,Low,33.5,67,0.6866666666666666,Moderate,D
S1909,79,29,37,8,3,61,Moderate Risk,Good,Moderate,33.0,66,0.73,Moderate,D
S1910,87,31,29,7,2,53,Moderate Risk,Good,Low,30.0,60,0.6566666666666666,Moderate,E
S1911,84,28,32,8,3,67,Moderate Risk,Good,Moderate,30.0,60,0.7466666666666667,Moderate,D
S1912,88,34,33,8,2,69,Moderate Risk,Good,Low,33.5,67,0.6933333333333334,Moderate,D
S1913,79,29,35,8,3,59,Moderate Risk,Good,Moderate,32.0,64,0.73,Moderate,E
S1914,81,25,26,6,3,48,High Risk,Good,Moderate,25.5,51,0.67,Moderate,F
S1915,77,34,35,9,4,72,Moderate Risk,Good,Moderate,34.5,69,0.8233333333333333,High,C
S1916,89,39,34,8,3,80,Low Risk,Good,Moderate,36.5,73,0.7633333333333333,Moderate,B
S1917,81,37,36,10,3,76,Low Risk,Good,Moderate,36.5,73,0.8033333333333333,High,C
S1918,90,37,29,8,4,72,Moderate Risk,Excellent,Moderate,33.0,66,0.8333333333333334,High,C
S1919,91,34,32,8,3,71,Moderate Risk,Excellent,Moderate,33.0,66,0.77,Moderate,C
S1920,87,34,31,7,3,63,Moderate Risk,Good,Moderate,32.5,65,0.7233333333333333,Moderate,D
S1921,95,31,31,7,3,63,Moderate Risk,Excellent,Moderate,31.0,62,0.75,Moderate,D
S1922,91,25,34,6,4,69,Moderate Risk,Excellent,Moderate,29.5,59,0.77,Moderate,D
S1923,96,32,40,9,4,74,Moderate Risk,Excellent,Moderate,36.0,72,0.8866666666666667,High,C
S1924,79,19,30,7,2,43,High Risk,Good,Low,24.5,49,0.63,Moderate,F
S1925,93,34,29,8,2,69,Moderate Risk,Excellent,Low,31.5,63,0.71,Moderate,D
S1926,88,33,36,8,2,66,Moderate Risk,Good,Low,34.5,69,0.6933333333333334,Moderate,D
S1927,84,39,39,9,4,77,Low Risk,Good,Moderate,39.0,78,0.8466666666666667,High,C
S1928,99,36,38,9,3,87,Low Risk,Excellent,Moderate,37.0,74,0.8300000000000001,High,B
S1929,79,23,31,7,3,57,Moderate Risk,Good,Moderate,27.0,54,0.6966666666666667,Moderate,E
S1930,85,30,32,7,3,63,Moderate Risk,Good,Moderate,31.0,62,0.7166666666666667,Moderate,D
S1931,87,32,21,6,2,55,Moderate Risk,Good,Low,26.5,53,0.6233333333333334,Moderate,E
S1932,83,35,33,8,3,66,Moderate Risk,Good,Moderate,34.0,68,0.7433333333333333,Moderate,D
S1933,92,36,30,8,3,72,Moderate Risk,Excellent,Moderate,33.0,66,0.7733333333333334,Moderate,C
S1934,98,40,36,8,4,90,Low Risk,Excellent,Moderate,38.0,76,0.86,High,A
S1935,94,36,30,7,3,68,Moderate Risk,Excellent,Moderate,33.0,66,0.7466666666666666,Moderate,D
S1936,76,31,30,8,4,56,Moderate Risk,Good,Moderate,30.5,61,0.7866666666666667,Moderate,E
S1937,79,26,27,6,3,44,High Risk,Good,Moderate,26.5,53,0.6633333333333334,Moderate,F
S1938,93,35,40,8,3,75,Low Risk,Excellent,Moderate,37.5,75,0.7766666666666667,Moderate,C
S1939,78,32,32,7,3,65,Moderate Risk,Good,Moderate,32.0,64,0.6933333333333334,Moderate,D
S1940,84,35,31,8,2,62,Moderate Risk,Good,Low,33.0,66,0.68,Moderate,D
S1941,77,26,24,7,2,45,High Risk,Good,Low,25.0,50,0.6233333333333334,Moderate,F
S1942,69,31,28,7,3,54,Moderate Risk,Average,Moderate,29.5,59,0.6633333333333332,Moderate,E
S1943,71,31,33,8,3,59,Moderate Risk,Average,Moderate,32.0,64,0.7033333333333333,Moderate,E
S1944,79,30,34,7,3,65,Moderate Risk,Good,Moderate,32.0,64,0.6966666666666667,Moderate,D
S1945,90,32,27,7,2,54,Moderate Risk,Excellent,Low,29.5,59,0.6666666666666666,Moderate,E
S1946,86,33,30,8,3,68,Moderate Risk,Good,Moderate,31.5,63,0.7533333333333334,Moderate,D
S1947,87,31,33,9,3,68,Moderate Risk,Good,Moderate,32.0,64,0.79,Moderate,D
S1948,88,35,35,9,3,76,Low Risk,Good,Moderate,35.0,70,0.7933333333333333,Moderate,C
S1949,84,29,33,8,2,66,Moderate Risk,Good,Low,31.0,62,0.68,Moderate,D
S1950,94,31,40,8,3,70,Moderate Risk,Excellent,Moderate,35.5,71,0.7799999999999999,Moderate,C
S1951,86,26,35,6,3,58,Moderate Risk,Good,Moderate,30.5,61,0.6866666666666666,Moderate,E
S1952,86,38,33,8,4,83,Low Risk,Good,Moderate,35.5,71,0.82,High,B
S1953,98,35,33,8,3,77,Low Risk,Excellent,Moderate,34.0,68,0.7933333333333333,Moderate,C
S1954,82,35,31,7,3,71,Moderate Risk,Good,Moderate,33.0,66,0.7066666666666667,Moderate,C
S1955,87,23,35,7,3,56,Moderate Risk,Good,Moderate,29.0,58,0.7233333333333333,Moderate,E
S1956,87,34,34,8,2,63,Moderate Risk,Good,Low,34.0,68,0.69,Moderate,D
S1957,96,34,26,8,3,65,Moderate Risk,Excellent,Moderate,30.0,60,0.7866666666666666,Moderate,D
S1958,94,34,32,6,3,75,Low Risk,Excellent,Moderate,33.0,66,0.7133333333333334,Moderate,C
S1959,76,40,21,7,3,55,Moderate Risk,Good,Moderate,30.5,61,0.6866666666666666,Moderate,E
S1960,78,18,30,6,3,49,High Risk,Good,Moderate,24.0,48,0.66,Moderate,F
S1961,86,40,35,7,3,73,Moderate Risk,Good,Moderate,37.5,75,0.7200000000000001,Moderate,C
S1962,86,36,21,7,2,61,Moderate Risk,Good,Low,28.5,57,0.6533333333333333,Moderate,D
S1963,100,29,40,8,2,82,Low Risk,Excellent,Low,34.5,69,0.7333333333333334,Moderate,B
S1964,90,38,40,8,3,82,Low Risk,Excellent,Moderate,39.0,78,0.7666666666666667,Moderate,B
S1965,85,35,34,8,3,68,Moderate Risk,Good,Moderate,34.5,69,0.75,Moderate,D
S1966,90,35,36,7,4,78,Low Risk,Excellent,Moderate,35.5,71,0.8000000000000002,High,C
S1967,74,26,30,6,2,50,Moderate Risk,Average,Low,28.0,56,0.58,Low,E
S1968,88,28,32,6,3,53,Moderate Risk,Good,Moderate,30.0,60,0.6933333333333334,Moderate,E
S1969,90,30,35,7,3,68,Moderate Risk,Excellent,Moderate,32.5,65,0.7333333333333334,Moderate,D
S1970,68,25,28,6,2,45,High Risk,Average,Low,26.5,53,0.56,Low,F
S1971,78,36,26,7,3,60,Moderate Risk,Good,Moderate,31.0,62,0.6933333333333334,Moderate,D
S1972,84,30,36,8,3,67,Moderate Risk,Good,Moderate,33.0,66,0.7466666666666667,Moderate,D
S1973,77,32,26,6,2,52,Moderate Risk,Good,Low,29.0,58,0.59,Low,E
S1974,84,39,29,8,2,64,Moderate Risk,Good,Low,34.0,68,0.68,Moderate,D
S1975,85,32,38,10,3,68,Moderate Risk,Good,Moderate,35.0,70,0.8166666666666668,High,D
S1976,74,29,31,8,2,56,Moderate Risk,Average,Low,30.0,60,0.6466666666666666,Moderate,E
S1977,85,34,25,6,2,60,Moderate Risk,Good,Low,29.5,59,0.6166666666666667,Moderate,D
S1978,89,36,35,9,3,69,Moderate Risk,Good,Moderate,35.5,71,0.7966666666666667,Moderate,D
S1979,97,35,40,8,2,71,Moderate Risk,Excellent,Low,37.5,75,0.7233333333333333,Moderate,C
S1980,73,33,30,7,3,58,Moderate Risk,Average,Moderate,31.5,63,0.6766666666666666,Moderate,E
S1981,77,31,36,8,2,63,Moderate Risk,Good,Low,33.5,67,0.6566666666666667,Moderate,D
S1982,89,32,34,7,3,59,Moderate Risk,Good,Moderate,33.0,66,0.73,Moderate,E
S1983,100,33,34,8,3,70,Moderate Risk,Excellent,Moderate,33.5,67,0.7999999999999999,Moderate,C
S1984,81,36,35,9,2,79,Low Risk,Good,Low,35.5,71,0.7033333333333333,Moderate,C
S1985,86,33,34,8,4,74,Moderate Risk,Good,Moderate,33.5,67,0.82,High,C
S1986,81,32,33,8,3,62,Moderate Risk,Good,Moderate,32.5,65,0.7366666666666667,Moderate,D
S1987,68,26,25,5,2,46,High Risk,Average,Low,25.5,51,0.5266666666666667,Low,F
S1988,77,29,36,7,4,63,Moderate Risk,Good,Moderate,32.5,65,0.7566666666666667,Moderate,D
S1989,91,29,40,8,2,71,Moderate Risk,Excellent,Low,34.5,69,0.7033333333333333,Moderate,C
S1990,83,30,24,7,3,54,Moderate Risk,Good,Moderate,27.0,54,0.71,Moderate,E
S1991,82,35,29,8,3,71,Moderate Risk,Good,Moderate,32.0,64,0.7400000000000001,Moderate,C
S1992,84,29,28,7,3,65,Moderate Risk,Good,Moderate,28.5,57,0.7133333333333334,Moderate,D
S1993,81,30,28,6,1,52,Moderate Risk,Good,Low,29.0,58,0.5366666666666667,Low,E
S1994,72,23,28,7,2,41,High Risk,Average,Low,25.5,51,0.6066666666666666,Moderate,F
S1995,75,30,27,7,2,51,Moderate Risk,Good,Low,28.5,57,0.6166666666666667,Moderate,E
S1996,83,32,38,8,3,66,Moderate Risk,Good,Moderate,35.0,70,0.7433333333333333,Moderate,D
S1997,82,32,31,8,3,71,Moderate Risk,Good,Moderate,31.5,63,0.7400000000000001,Moderate,C
S1998,72,27,23,6,2,43,High Risk,Average,Low,25.0,50,0.5733333333333333,Low,F
S1999,90,30,33,7,3,70,Moderate Risk,Excellent,Moderate,31.5,63,0.7333333333333334,Moderate,C
S2000,92,37,33,8,2,70,Moderate Risk,Excellent,Low,35.0,70,0.7066666666666667,Moderate,C
S2001,92,35,32,8,3,77,Low Risk,Excellent,Moderate,33.5,67,0.7733333333333334,Moderate,C
S2002,86,33,35,9,2,66,Moderate Risk,Good,Low,34.0,68,0.7200000000000001,Moderate,D
S2003,94,40,40,10,3,84,Low Risk,Excellent,Moderate,40.0,80,0.8466666666666667,High,B
S2004,82,21,26,6,2,44,High Risk,Good,Low,23.5,47,0.6066666666666666,Moderate,F
S2005,75,28,30,8,3,55,Moderate Risk,Good,Moderate,29.0,58,0.7166666666666667,Moderate,E
S2006,77,37,37,9,3,66,Moderate Risk,Good,Moderate,37.0,74,0.7566666666666667,Moderate,D
S2007,100,40,40,8,3,100,Low Risk,Excellent,Moderate,40.0,80,0.7999999999999999,Moderate,A
S2008,81,31,32,8,3,59,Moderate Risk,Good,Moderate,31.5,63,0.7366666666666667,Moderate,E
S2009,76,29,34,8,3,61,Moderate Risk,Good,Moderate,31.5,63,0.7200000000000001,Moderate,D
S2010,85,28,33,8,3,67,Moderate Risk,Good,Moderate,30.5,61,0.75,Moderate,D
S2011,94,33,33,9,3,70,Moderate Risk,Excellent,Moderate,33.0,66,0.8133333333333334,High,C
S2012,89,40,29,8,3,68,Moderate Risk,Good,Moderate,34.5,69,0.7633333333333333,Moderate,D
S2013,85,31,33,6,3,67,Moderate Risk,Good,Moderate,32.0,64,0.6833333333333332,Moderate,D
S2014,92,34,27,6,2,58,Moderate Risk,Excellent,Low,30.5,61,0.64,Moderate,E
S2015,85,30,35,8,3,67,Moderate Risk,Good,Moderate,32.5,65,0.75,Moderate,D
S2016,76,26,21,7,2,48,High Risk,Good,Low,23.5,47,0.62,Moderate,F
S2017,78,36,28,8,3,63,Moderate Risk,Good,Moderate,32.0,64,0.7266666666666667,Moderate,D
S2018,91,31,35,7,3,71,Moderate Risk,Excellent,Moderate,33.0,66,0.7366666666666667,Moderate,C
S2019,74,38,28,8,4,65,Moderate Risk,Average,Moderate,33.0,66,0.7799999999999999,Moderate,D
S2020,81,25,30,7,3,58,Moderate Risk,Good,Moderate,27.5,55,0.7033333333333333,Moderate,E
S2021,90,30,39,8,3,72,Moderate Risk,Excellent,Moderate,34.5,69,0.7666666666666667,Moderate,C
S2022,80,32,35,8,2,53,Moderate Risk,Good,Low,33.5,67,0.6666666666666666,Moderate,E
S2023,94,38,32,8,3,73,Moderate Risk,Excellent,Moderate,35.0,70,0.7799999999999999,Moderate,C
S2024,80,29,32,5,3,50,Moderate Risk,Good,Moderate,30.5,61,0.6333333333333333,Moderate,E
S2025,79,30,26,7,3,53,Moderate Risk,Good,Moderate,28.0,56,0.6966666666666667,Moderate,E
S2026,96,37,32,8,2,76,Low Risk,Excellent,Low,34.5,69,0.7200000000000001,Moderate,C
S2027,74,30,27,7,2,43,High Risk,Average,Low,28.5,57,0.6133333333333333,Moderate,F
S2028,65,23,25,6,2,38,High Risk,Average,Low,24.0,48,0.5499999999999999,Low,F
S2029,78,34,33,7,3,70,Moderate Risk,Good,Moderate,33.5,67,0.6933333333333334,Moderate,C
S2030,85,33,34,8,4,72,Moderate Risk,Good,Moderate,33.5,67,0.8166666666666668,High,C
S2031,85,27,28,6,2,53,Moderate Risk,Good,Low,27.5,55,0.6166666666666667,Moderate,E
S2032,92,34,38,8,2,74,Moderate Risk,Excellent,Low,36.0,72,0.7066666666666667,Moderate,C
S2033,85,35,40,9,4,86,Low Risk,Good,Moderate,37.5,75,0.85,High,B
S2034,76,27,32,7,3,57,Moderate Risk,Good,Moderate,29.5,59,0.6866666666666666,Moderate,E
S2035,82,28,40,7,3,69,Moderate Risk,Good,Moderate,34.0,68,0.7066666666666667,Moderate,D
S2036,77,35,27,7,3,67,Moderate Risk,Good,Moderate,31.0,62,0.69,Moderate,D
S2037,79,37,30,8,3,67,Moderate Risk,Good,Moderate,33.5,67,0.73,Moderate,D
S2038,91,39,31,8,3,82,Low Risk,Excellent,Moderate,35.0,70,0.77,Moderate,B
S2039,85,32,28,7,3,58,Moderate Risk,Good,Moderate,30.0,60,0.7166666666666667,Moderate,E
S2040,86,33,39,8,3,77,Low Risk,Good,Moderate,36.0,72,0.7533333333333334,Moderate,C
S2041,98,40,30,7,3,73,Moderate Risk,Excellent,Moderate,35.0,70,0.7599999999999999,Moderate,C
S2042,87,31,33,8,3,64,Moderate Risk,Good,Moderate,32.0,64,0.7566666666666667,Moderate,D
S2043,76,21,29,5,3,41,High Risk,Good,Moderate,25.0,50,0.62,Moderate,F
S2044,79,39,29,8,3,63,Moderate Risk,Good,Moderate,34.0,68,0.73,Moderate,D
S2045,85,30,32,7,4,62,Moderate Risk,Good,Moderate,31.0,62,0.7833333333333332,Moderate,D
S2046,73,29,28,6,2,50,Moderate Risk,Average,Low,28.5,57,0.5766666666666667,Low,E
S2047,94,34,33,6,3,70,Moderate Risk,Excellent,Moderate,33.5,67,0.7133333333333334,Moderate,C
S2048,79,31,27,8,3,68,Moderate Risk,Good,Moderate,29.0,58,0.73,Moderate,D
S2049,75,28,26,5,3,51,Moderate Risk,Good,Moderate,27.0,54,0.6166666666666667,Moderate,E
S2050,86,39,26,7,3,63,Moderate Risk,Good,Moderate,32.5,65,0.7200000000000001,Moderate,D
S2051,99,33,33,7,2,69,Moderate Risk,Excellent,Low,33.0,66,0.6966666666666667,Moderate,D
S2052,89,31,38,9,2,69,Moderate Risk,Good,Low,34.5,69,0.73,Moderate,D
S2053,94,37,35,8,3,82,Low Risk,Excellent,Moderate,36.0,72,0.7799999999999999,Moderate,B
S2054,86,30,30,8,3,58,Moderate Risk,Good,Moderate,30.0,60,0.7533333333333334,Moderate,E
S2055,82,35,29,7,3,66,Moderate Risk,Good,Moderate,32.0,64,0.7066666666666667,Moderate,D
S2056,84,22,34,6,3,52,Moderate Risk,Good,Moderate,28.0,56,0.68,Moderate,E
S2057,87,39,28,8,3,82,Low Risk,Good,Moderate,33.5,67,0.7566666666666667,Moderate,B
S2058,90,36,35,8,3,76,Low Risk,Excellent,Moderate,35.5,71,0.7666666666666667,Moderate,C
S2059,77,25,28,6,2,42,High Risk,Good,Low,26.5,53,0.59,Low,F
S2060,80,34,33,7,3,63,Moderate Risk,Good,Moderate,33.5,67,0.7000000000000001,Moderate,D
S2061,93,35,36,9,3,81,Low Risk,Excellent,Moderate,35.5,71,0.81,High,B
S2062,99,36,40,9,2,85,Low Risk,Excellent,Low,38.0,76,0.7633333333333333,Moderate,B
S2063,99,40,40,9,4,94,Low Risk,Excellent,Moderate,40.0,80,0.8966666666666668,High,A
S2064,100,32,35,8,3,75,Low Risk,Excellent,Moderate,33.5,67,0.7999999999999999,Moderate,C
